mean_speed,std_speed,max_speed,min_speed,total_distance,time_paused,fraction_paused,mean_turning_angle,std_turning_angle,max_turning_angle,turning_frequency,mean_meandering_ratio,std_meandering_ratio,min_meandering_ratio,max_meandering_ratio,median_meandering_ratio,fraction_efficient_movement,speed_entropy,speed_fractal_dim,turning_entropy,turning_fractal_dim,wavelet_speed_level0,wavelet_turning_level0,wavelet_speed_level1,wavelet_turning_level1,wavelet_speed_level2,wavelet_turning_level2,wavelet_speed_level3,wavelet_turning_level3,mean_roaming_score,std_roaming_score,fraction_roaming,mean_frenetic_score,max_frenetic_score,std_frenetic_score,pct_high_frenetic,mean_jerk,max_jerk,kinetic_energy_proxy,movement_efficiency,speed_persistence,exploration_ratio,speed_skewness,speed_kurtosis,speed_iqr,speed_cv,speed_trend,speed_acceleration_mean,speed_acceleration_std,speed_dominant_freq,speed_spectral_centroid,turning_dominant_freq,turning_spectral_centroid,activity_level,high_activity_fraction,low_activity_fraction,mixed_activity_fraction,filename,label,original_file
1.2993106850103138,2.072447157642632,10.0,0.0,130.1960728269511,10922,0.1194300773091601,-0.0006481171936335009,0.5070971331175067,1.0,0.0,0.3023865433902651,0.22617262824078838,0.004433547315468463,0.9940458913255001,0.2449481156091266,0.170450576318547,1.7634146337472767,-0.9278530668305305,2.6464551369814355,-1.0013120386613574,4.713716693955895,0.4818019862932323,1.6086097689215038,0.4823720012686234,1.4263991887936265,0.4975127407678749,1.169970891544554,0.5237052425465745,0.6494050844735267,0.7673525794683973,0.9383202099737533,0.5106178911480178,4.7784159867899225,0.5583506364296804,0.25,1.561394725811833,14.547438070609026,2.9915992559773006,0.12993106850088929,0.6269448430923615,0.0,2.6803956304608323,7.3259773085246245,1.2858919715912167,1.5950346491543956,-2.861703271570671e-05,3.5385044298812628e-06,1.7060283100044498,0,18734.163387145323,19707,23350.895215864166,0.19960103535655135,0.0,0.0,0.0,coordinates_highestspeed_20250311_19_2_with_time_speed-preprocessed.csv,0,coordinates_highestspeed_20250311_19_2_with_time_speed.csv
2.2304581868840336,2.7392037355871413,10.0,0.0,191.97446165454022,1985,0.03155802861685215,-0.01218040930891537,0.5369275409391879,1.0,0.0,0.21335860134532186,0.19419512310637535,0.00041758777959818177,0.995083951416779,0.15372204542519624,0.09004287756074321,2.2965050723767155,-0.9206380431769648,2.767729217430502,-0.9985413023015867,5.850672127480486,0.5353323418550976,2.3184153576710993,0.5267312584585455,2.0459663343293424,0.5337835416639802,1.735889952877504,0.5413279085172324,1.1151685783003034,0.9133924064939122,1.0,0.8151325302300575,6.444809883280667,0.7473976282850903,0.2500199123855038,2.6217091442723683,15.155153243651577,6.239030770072156,0.22304581868804876,0.8142721710087657,0.0,1.7094863217939962,1.9804934614269758,2.509065762346849,1.2280896022194547,-2.7502643199641685e-05,-0.00015663853714476713,2.5134098372054807,0,13098.01471018652,4103,15814.770722726234,0.27772253031427235,0.0,0.0,0.0,coordinates_highestspeed_20250205_12_4_with_time_speed-preprocessed.csv,0,coordinates_highestspeed_20250205_12_4_with_time_speed.csv
2.26827640298434,2.8493693162144242,10.0,0.0,219.78007237745237,1416,0.02526946962666857,0.0032405116312812254,0.5442831637318971,1.0,0.0,0.21153865513449652,0.1962404499602077,0.00012087111515857215,0.9768092976202088,0.15071802657685662,0.0962566844919786,2.2549179095312706,-0.9194665950372248,2.750251440310399,-0.9976368362127433,5.979549865798025,0.5421742110553738,2.47785086053674,0.5374627009578838,2.199190076759995,0.5400698521050906,1.8274069972192282,0.5485729527169259,1.1342465353520494,0.9280639749817121,1.0,0.8772995991971269,6.701076791200233,0.8480950592683077,0.25,2.7591872788707383,16.818549825640595,6.631919226603156,0.22682764029802918,0.7960623405377136,0.0,1.7183944598350152,1.863826289325604,2.4351503735347833,1.2561820315564358,-2.40928634174753e-05,-5.475056188873032e-05,2.6570371903223005,0,11624.552388802706,25784,14099.167481763465,0.28179489540862457,0.0,0.0,0.0,coordinates_highestspeed_20250205_10_1_with_time_speed-preprocessed.csv,0,coordinates_highestspeed_20250205_10_1_with_time_speed.csv
0.7932534809963221,1.503734696524086,10.0,0.0,38.766706962194924,2680,0.06254375729288214,-0.010554801998591181,0.5431488342973015,1.0,0.0,0.17129495099721434,0.16373325589557958,0.0038516878555104263,0.9811484027936298,0.11913294643247282,0.05944055944055944,1.2799902306856035,-0.8971033402196732,2.9494209374577696,-0.9935955488285094,3.5038745147031727,0.558305860755496,1.226821420983525,0.5491555351111629,0.9678092607652761,0.5415336611508939,0.777519551067004,0.5383557109173381,0.3963236993093209,0.5574456026690803,1.0,0.2770007255310645,4.140788916566206,0.393154068774953,0.25002919537545254,0.8999915745358734,11.139388662359739,1.4452081760469335,0.07932534809944708,0.5275218795629729,0.0,4.3837028654063515,21.4878592501738,0.5886436898131432,1.8956523190835377,-4.096870834354811e-05,-3.34571012918296e-05,1.1408735764543305,0,8232.103398112064,1268,10662.601360720926,0.18834669911692756,0.0,0.0,0.0,coordinates_highestspeed_20240827_10_5_with_time_speed-preprocessed.csv,0,coordinates_highestspeed_20240827_10_5_with_time_speed.csv
1.875115204764066,2.638491291430411,10.0,0.0,219.15463894666084,4820,0.06814839950231874,-0.0010330124987858644,0.5206014177662849,1.0,0.0,0.22540752912944356,0.2001120065068356,7.270762287943711e-05,0.9884610830734127,0.16501959316726106,0.10550847457627119,2.063680573151724,-0.9093827779167736,2.8018828026658293,-0.9993286529686258,5.74242078729832,0.5152351859578412,2.2717973329002286,0.5086294931244706,1.9570668690973403,0.5235600496759164,1.5713330520061608,0.523390401251161,0.9374078831789673,0.9060523524807917,1.0,0.6680658497022368,6.37229928051964,0.7355884071821063,0.25,2.1957830082889234,17.187062406291755,5.238797448899339,0.1875115204761415,0.7106767796344426,0.0,1.9734691438370335,3.040034531773272,2.0693007739091094,1.407108148671989,-3.415437215905617e-05,-0.00010828654370914265,2.3049182751375326,0,14431.285887230813,21417,17793.75230159233,0.2494135237575983,0.0,0.0,0.0,coordinates_highestspeed_20250205_12_5_with_time_speed-preprocessed.csv,0,coordinates_highestspeed_20250205_12_5_with_time_speed.csv
1.4569362785592204,2.1883289137620094,10.0,0.0,252.43236856000254,6176,0.05090753227056166,-0.002111564361005267,0.5615290079838053,1.0,0.0,0.20675441619831747,0.20074920807269753,0.00024233151884903278,0.9933809880284864,0.1419731592110404,0.09930830039525691,1.8746761995375794,-0.9101677086160173,2.7952404474199812,-1.0014446879171652,4.53089535028315,0.5453471817267991,2.04794405520187,0.5436154066439183,1.7345929711341754,0.557621462222548,1.3748495573378183,0.5717312298542547,0.7282207482000281,0.6941982890246117,1.0,0.6231060138455766,5.374777531572781,0.6982761621171462,0.25001030885324316,1.8728592767267263,17.56078074402863,3.4557036408025583,0.14569362785580195,0.6657754250841305,0.0,2.551289700016271,6.399330185075051,1.434814431793289,1.5020062606442945,-1.6730263896489494e-05,-3.610433174950186e-05,2.01898320952968,0,24832.871891863288,46195,30734.85736577261,0.23196958691551015,0.0,0.0,0.0,coordinates_highestspeed_20250205_10_2_with_time_speed-preprocessed.csv,0,coordinates_highestspeed_20250205_10_2_with_time_speed.csv
1.5927031192084231,2.4197472907871234,10.0,0.0,82.9342888267456,3332,0.07309582309582309,-0.00904437470710665,0.5211427453362372,1.0,0.0,0.2032482591754139,0.1933599531384996,0.0,0.9732289416816381,0.13986762534603409,0.08858267716535433,1.913067275914976,-0.9142938720909934,2.8851993671849625,-0.9945863907544834,5.656562831337811,0.5236434884702026,1.8064519675390323,0.5273106855807919,1.5738990735545135,0.526162105295013,1.298056498339142,0.5162882861000693,0.7961831471836865,0.9296132550888981,1.0,0.5255734822799334,4.470065316292149,0.5958161556451852,0.25005539552404166,1.7058666939879232,13.671940659187594,4.1958758645675225,0.1592703119204929,0.6582102466080595,0.0,2.3382328946178617,4.8449735368470295,1.5371629112648741,1.5192698138997358,-8.141195462862489e-05,-0.00018069378719947114,1.8959120651888184,0,9264.233954701014,13397,11374.31388104119,0.23419732739345073,0.0,0.0,0.0,coordinates_highestspeed_20240827_12_3_with_time_speed-preprocessed.csv,0,coordinates_highestspeed_20240827_12_3_with_time_speed.csv
1.9555766824046366,3.1790297675551624,10.0,0.0,383.01523670212873,2631,0.053000543905239623,-0.0013517096621705547,0.5616558159687607,1.0,0.0,0.16936772862371244,0.17795366024239215,0.0,0.992780657343936,0.11202981530000139,0.06582125603864734,1.6827244311254734,-0.9028024184416558,2.889747685757701,-0.9946617837757741,6.664483985990832,0.5595355846828614,2.796755822921908,0.5606291166512635,2.4264457565873983,0.5571149615155417,2.0490746354135463,0.5645567599602447,0.9777995017021816,1.0602623443119494,1.0,0.9204120892422001,6.702546500226392,1.2160001538387626,0.2500252857287347,2.548732754904507,19.234152454465217,6.965153418705631,0.1955576682400697,0.6151487121052859,0.0,1.9469510286656453,2.1362011005485515,1.2579955327444943,1.6256218283520871,1.0027130076346747e-05,-7.240936297342988e-06,2.9761480723925553,1,10608.884450652995,8185,12458.879137716804,0.27093847271691374,0.0,0.0,0.0,coordinates_highestspeed_20240827_10_1_with_time_speed-preprocessed.csv,0,coordinates_highestspeed_20240827_10_1_with_time_speed.csv
1.3216196825541995,2.187396856555987,10.0,0.0,119.38648234030782,7836,0.09414987564430667,-0.002012552648787197,0.5337451476234737,1.0,0.0,0.21342051089438996,0.1847221870994813,0.0027574319699933624,0.9898370692901698,0.15776805122578616,0.08318329132157004,1.727117722563617,-0.9193667306466309,2.8408068806387434,-0.9992012673700638,4.986682753055286,0.5217617417005032,1.7402850542434476,0.5183439691360306,1.472755025416334,0.52888509498471,1.227555970466225,0.5428175746078907,0.6605152705734824,0.8157589561231218,1.0,0.4849135406692509,5.618064558694018,0.5917474953538854,0.2500150502678948,1.5812557118351271,13.422560845668604,3.265663052475029,0.13216196825526116,0.604197210211709,0.0,2.6906266497556213,7.018846118086303,1.2205359550763413,1.6550867320936333,-4.0705210905550705e-05,-9.53694506399386e-06,1.7849086074070406,0,17159.50165544233,13426,21054.52335895175,0.2160202058926289,0.0,0.0,0.0,coordinates_highestspeed_20250205_12_1_with_time_speed-preprocessed.csv,0,coordinates_highestspeed_20250205_12_1_with_time_speed.csv
1.0963560767402714,2.1278651477700206,10.0,0.0,218.5924139454916,7279,0.09769682978552063,-0.007070082058042014,0.585710986714522,1.0,0.0,0.16911222647843752,0.17060524823404866,0.0,0.9933405116214108,0.11838884374814611,0.057924376508447305,1.4347550564191442,-0.9100967193260069,2.901295486696652,-0.9996589033335188,4.819468490634825,0.5774014423809032,1.717796392926615,0.5807957606485524,1.4489962763959772,0.5890912655549269,1.2070241153185677,0.587164367737932,0.5478806815890682,0.7830190652620307,1.0,0.462319133553878,6.240062152432681,0.6933911068069107,0.25003363379523746,1.3635238602862283,17.753137730600223,2.864872981509822,0.10963560767387999,0.5152373319577643,0.0,3.2113721573987757,9.94556491760427,0.7861845759839757,1.9408504700828553,-3.5930951780234e-05,-2.113588705902886e-05,1.7564819897022186,0,15322.140446726466,15950,18676.518974750128,0.21944086533833332,0.0,0.0,0.0,coordinates_highestspeed_20250205_10_5_with_time_speed-preprocessed.csv,0,coordinates_highestspeed_20250205_10_5_with_time_speed.csv
