GlobalFrame,Timestamp,Speed,X,Y,condition,source_file,Segment_index,turning_angle,worm_id,Segment
7202.0,2024-09-26T15:36:52.004301,-0.20443444358453275,0.47149438688203993,0.47850843378025165,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.670196408654037,20240924_piworm10_3,8.0
7203.0,2024-09-26T15:36:54.002740,-0.20443444358453275,0.47082407252429864,0.47876079670853655,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.670196408654037,20240924_piworm10_3,8.0
7204.0,2024-09-26T15:36:56.002914,-0.4061262593839235,0.47115859820460426,0.4790291290781816,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.33443068716082824,20240924_piworm10_3,8.0
7205.0,2024-09-26T15:36:58.003208,-0.5105794837275748,0.4711151256482138,0.47930574098798395,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.27127266103902326,20240924_piworm10_3,8.0
7206.0,2024-09-26T15:37:00.002814,-0.4575428068193352,0.471343201191332,0.4795785406182602,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.37459303619047063,20240924_piworm10_3,8.0
7207.0,2024-09-26T15:37:02.002801,-0.550025788008392,0.4715568470378806,0.4795118982172308,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.9463124705171315,20240924_piworm10_3,8.0
7208.0,2024-09-26T15:37:04.004947,-0.3108510721526332,0.4709972774156391,0.47958716196759077,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.8620584630096968,20240924_piworm10_3,8.0
7209.0,2024-09-26T15:37:06.002712,-0.48126902513205905,0.4713047115028874,0.47968214647642643,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.6387558756961325,20240924_piworm10_3,8.0
7210.0,2024-09-26T15:37:08.002881,-0.3126751339277562,0.47092759765314,0.4800988473928541,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.16919413515731851,20240924_piworm10_3,8.0
7211.0,2024-09-26T15:37:10.003283,-0.2969141246129087,0.4703698748295524,0.48027362709625626,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.026258091572938447,20240924_piworm10_3,8.0
7212.0,2024-09-26T15:37:12.002849,-0.5413292843681704,0.4701510786311573,0.4803625887147776,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.01921895817333203,20240924_piworm10_3,8.0
7213.0,2024-09-26T15:37:14.002803,2.263857679437174,0.4663327927938252,0.48219084673699414,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.3767881391005175,20240924_piworm10_3,8.0
7214.0,2024-09-26T15:37:16.003740,-0.39547603677370674,0.4663591859853542,0.4826340845032434,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.4422144631157394,20240924_piworm10_3,8.0
7215.0,2024-09-26T15:37:18.002732,-0.2516051465596271,0.46572891486000345,0.4827890004051566,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.7507172363293548,20240924_piworm10_3,8.0
7216.0,2024-09-26T15:37:20.002885,-0.4080683972798147,0.46609389947751856,0.48300884118457155,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.17895573485415245,20240924_piworm10_3,8.0
7217.0,2024-09-26T15:37:22.003209,-0.28707829348978975,0.4663630538614903,0.48354338608265446,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.42401848970119266,20240924_piworm10_3,8.0
7218.0,2024-09-26T15:37:24.002825,-0.33986440527604844,0.46687280686516347,0.48342523612648336,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.5875017693002662,20240924_piworm10_3,8.0
7219.0,2024-09-26T15:37:26.002792,-0.4243735710255742,0.4666787354891268,0.4830722193307335,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.19245364554009403,20240924_piworm10_3,8.0
7220.0,2024-09-26T15:37:28.003607,0.15815101119856198,0.4668042238135696,0.48184571298316453,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.07273581117097878,20240924_piworm10_3,8.0
7221.0,2024-09-26T15:37:30.002941,-0.2895769791163345,0.46699726619619814,0.48128298048191237,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.48619717368267373,20240924_piworm10_3,8.0
7222.0,2024-09-26T15:37:32.002928,-0.37899841454417316,0.4665620511392758,0.4811122571010953,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.13964804606178416,20240924_piworm10_3,8.0
7223.0,2024-09-26T15:37:34.003252,-0.5073062734332127,0.4662779789519519,0.48113071625476656,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.049492592570642854,20240924_piworm10_3,8.0
7224.0,2024-09-26T15:37:36.002807,-0.61626290052502,0.46615169432258885,0.4811590056583381,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.3473206727704936,20240924_piworm10_3,8.0
7225.0,2024-09-26T15:37:38.002801,-0.3069776840673088,0.46600552148627544,0.48171007671245275,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.17820218090594164,20240924_piworm10_3,8.0
7226.0,2024-09-26T15:37:40.003614,-0.2554526459105523,0.4655353805073431,0.4821495327102804,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.18036569928609214,20240924_piworm10_3,8.0
7227.0,2024-09-26T15:37:42.002928,-0.42738994403916725,0.4654358191874881,0.4825354440841757,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.1971775697528591,20240924_piworm10_3,8.0
7228.0,2024-09-26T15:37:44.002937,-0.1398893659268725,0.46572579694008975,0.483289851722202,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.3994174369066623,20240924_piworm10_3,8.0
7229.0,2024-09-26T15:37:46.003272,-0.5668231699437317,0.4655707610146862,0.48341598321571616,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.29287512433848756,20240924_piworm10_3,8.0
7230.0,2024-09-26T15:37:48.002814,-0.5808187385645869,0.46557656325518854,0.4835958099449206,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.46827590617559167,20240924_piworm10_3,8.0
7231.0,2024-09-26T15:37:50.002803,-0.48229190323419346,0.4658961510852766,0.4836173859366487,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.17953779243344745,20240924_piworm10_3,8.0
7232.0,2024-09-26T15:37:52.004606,0.6180740881137092,0.4675563123348576,0.48271769767096867,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.3296588845763159,20240924_piworm10_3,8.0
7233.0,2024-09-26T15:37:54.002735,0.12208077559266017,0.4685702941612782,0.4833241707898112,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.9199963440667044,20240924_piworm10_3,8.0
7234.0,2024-09-26T15:37:56.002904,-0.19997636627726165,0.4680618854218117,0.48281068349614237,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.46615021480333513,20240924_piworm10_3,8.0
7235.0,2024-09-26T15:37:58.003430,-0.32411509142001416,0.46763553590579787,0.48315130556589114,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.8145069120426632,20240924_piworm10_3,8.0
7236.0,2024-09-26T15:38:00.002813,0.05282014100305962,0.4687138406764575,0.4830525356560069,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.11695964031629844,20240924_piworm10_3,8.0
7237.0,2024-09-26T15:38:02.002800,3.154339009656782,0.47364716432416454,0.4806158054391471,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.06268778508092601,20240924_piworm10_3,8.0
7238.0,2024-09-26T15:38:04.002317,-0.27040840570212815,0.4742481921372239,0.4804547327043245,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.14807155878238976,20240924_piworm10_3,8.0
7239.0,2024-09-26T15:38:06.002722,-0.540061907314968,0.4744260126674775,0.48029654876879746,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.15867230397412876,20240924_piworm10_3,8.0
7240.0,2024-09-26T15:38:08.002936,-0.5571090250212689,0.4744983452983522,0.4800954569123588,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.7293500175598816,20240924_piworm10_3,8.0
7241.0,2024-09-26T15:38:10.003270,-0.5358690528046092,0.4746163765476043,0.48030897616809765,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.5663759839647865,20240924_piworm10_3,8.0
7242.0,2024-09-26T15:38:12.002826,-0.5838798385315973,0.47474911101298795,0.48019407481338455,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.5713137103088309,20240924_piworm10_3,8.0
7243.0,2024-09-26T15:38:14.002799,-0.19108764413142929,0.4741564075891236,0.47975896969647325,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.09818342576866276,20240924_piworm10_3,8.0
7244.0,2024-09-26T15:38:16.004032,0.25722547813271873,0.4728541661140535,0.4793204773399117,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.3428242153508479,20240924_piworm10_3,8.0
7245.0,2024-09-26T15:38:18.002730,-0.6099867666032651,0.4728308967765677,0.4791840905565811,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.7581959894931635,20240924_piworm10_3,8.0
7246.0,2024-09-26T15:38:20.002907,-0.4165584120638618,0.4731624147511998,0.47943203550680186,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.9760972249000316,20240924_piworm10_3,8.0
7247.0,2024-09-26T15:38:22.003257,0.22295093896197765,0.47204459747499594,0.4787201648982269,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.15436825811046415,20240924_piworm10_3,8.0
7248.0,2024-09-26T15:38:24.002816,-0.4975420780068909,0.47189655651980417,0.4784608644859813,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.5354232890788363,20240924_piworm10_3,8.0
7249.0,2024-09-26T15:38:26.002806,0.4478253411622067,0.47340749031053087,0.47780868651463404,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.007090337501214697,20240924_piworm10_3,8.0
7250.0,2024-09-26T15:38:28.003559,0.388220680479851,0.4748263132392363,0.47715840441737806,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.006423903888783565,20240924_piworm10_3,8.0
7251.0,2024-09-26T15:38:30.003001,0.08266009512062449,0.47583965249859606,0.4766689848302844,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.3041568935939126,20240924_piworm10_3,8.0
7252.0,2024-09-26T15:38:32.002887,-0.6154189799624091,0.47586114819759684,0.4765401487697883,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.8139877057376497,20240924_piworm10_3,8.0
7253.0,2024-09-26T15:38:34.003238,-0.47134395276826263,0.47563224955046035,0.47678600368892626,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.08280773951315751,20240924_piworm10_3,8.0
7254.0,2024-09-26T15:38:36.002814,2.3109167729609488,0.471990823445345,0.4790738198662379,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.2595314674846166,20240924_piworm10_3,8.0
7255.0,2024-09-26T15:38:38.002800,-0.13565139732827397,0.4712027711295552,0.4788689066220398,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.20035568893332523,20240924_piworm10_3,8.0
7256.0,2024-09-26T15:38:40.005121,0.014325409113865952,0.4702462576136128,0.4792454649841625,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.023836598185941076,20240924_piworm10_3,8.0
7257.0,2024-09-26T15:38:42.002727,0.14687767768174778,0.4691505153776997,0.47977467346469416,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.11691621808096249,20240924_piworm10_3,8.0
7258.0,2024-09-26T15:38:44.002982,0.287617759042577,0.467737959165378,0.47989165409995105,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.2384153615039145,20240924_piworm10_3,8.0
7259.0,2024-09-26T15:38:46.003316,-0.13148170155297417,0.46718541388518026,0.48049780659927527,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.12685730091324418,20240924_piworm10_3,8.0
7260.0,2024-09-26T15:38:48.002821,-0.22650546792283463,0.4669566351809342,0.4811432568441914,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.8421481262652296,20240924_piworm10_3,8.0
7261.0,2024-09-26T15:38:50.002787,-0.4817091139363438,0.4671950307265479,0.4809280774681451,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.24488010106351307,20240924_piworm10_3,8.0
7262.0,2024-09-26T15:38:52.003554,-0.1205535536866964,0.46725117304262204,0.4800941938332475,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.10226422685145678,20240924_piworm10_3,8.0
7263.0,2024-09-26T15:38:54.002924,-0.16230177133449614,0.46705607476635513,0.4793428274736686,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.5408342804157427,20240924_piworm10_3,8.0
7264.0,2024-09-26T15:38:56.002877,0.35164671495359734,0.4656563729994972,0.47990567509926657,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.6110279296591098,20240924_piworm10_3,8.0
7265.0,2024-09-26T15:38:58.003247,-0.3108890878650884,0.4660333351922137,0.4803259382698635,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,0.4546909327101031,20240924_piworm10_3,8.0
7266.0,2024-09-26T15:39:00.002807,-0.5025423075249578,0.4658461705285558,0.48054936192418995,control,coordinates_highestspeed_20240924_10_3_with_time_speed.csv,8.0,-0.9836691301555117,20240924_piworm10_3,8.0
