GlobalFrame,Timestamp,Speed,X,Y,condition,source_file,Segment_index,turning_angle,worm_id,Segment
8102.0,2025-02-07T22:21:34.002299,0.24588732136612748,0.5655432953953553,0.5710513869015189,terbinafine,coordinates_highestspeed_20250205_11_3_with_time_speed.csv,9.0,0.0,20250205_piworm11_3,9.0
8103.0,2025-02-07T22:21:36.002008,0.24588732136612748,0.5644981187037262,0.5704150989197718,terbinafine,coordinates_highestspeed_20250205_11_3_with_time_speed.csv,9.0,0.01760637340019121,20250205_piworm11_3,9.0
8104.0,2025-02-07T22:21:38.002125,0.34279070340913104,0.5633795619039101,0.5696462907481107,terbinafine,coordinates_highestspeed_20250205_11_3_with_time_speed.csv,9.0,0.03016237319766351,20250205_piworm11_3,9.0
8105.0,2025-02-07T22:21:40.002245,3.0105208072044403,0.5595170372090323,0.5664131885992917,terbinafine,coordinates_highestspeed_20250205_11_3_with_time_speed.csv,9.0,0.025578086970052906,20250205_piworm11_3,9.0
8106.0,2025-02-07T22:21:42.002005,0.370306047230577,0.5585224744103249,0.5654346442232399,terbinafine,coordinates_highestspeed_20250205_11_3_with_time_speed.csv,9.0,0.7024755075140282,20250205_piworm11_3,9.0
8107.0,2025-02-07T22:21:44.002114,-0.4290752346829657,0.5588114600130623,0.5653887723313624,terbinafine,coordinates_highestspeed_20250205_11_3_with_time_speed.csv,9.0,-0.6841705213015581,20250205_piworm11_3,9.0
8108.0,2025-02-07T22:21:46.002308,1.3803203955516863,0.5569394917555334,0.5633221228867744,terbinafine,coordinates_highestspeed_20250205_11_3_with_time_speed.csv,9.0,0.9796164181064927,20250205_piworm11_3,9.0
8109.0,2025-02-07T22:21:48.002027,2.0177681553415567,0.55957065561099,0.5658773100976742,terbinafine,coordinates_highestspeed_20250205_11_3_with_time_speed.csv,9.0,-0.031710803927664226,20250205_piworm11_3,9.0
8110.0,2025-02-07T22:21:50.002153,2.61136096186261,0.5630841121495327,0.5686673139944168,terbinafine,coordinates_highestspeed_20250205_11_3_with_time_speed.csv,9.0,-0.9270814296458836,20250205_piworm11_3,9.0
8111.0,2025-02-07T22:21:52.002243,1.4644037660305769,0.5612791779244364,0.5663918399888634,terbinafine,coordinates_highestspeed_20250205_11_3_with_time_speed.csv,9.0,0.07733573274287,20250205_piworm11_3,9.0
