GlobalFrame,Timestamp,Speed,X,Y,condition,source_file,Segment_index,turning_angle,worm_id,Segment
41402.0,2025-02-17T04:21:34.002272,0.023707523184403383,0.33672825027965214,0.5092676120713504,terbinafine,coordinates_highestspeed_20250205_9_6_with_time_speed.csv,46.0,0.060985077761253,20250205_piworm09_6,46.0
41403.0,2025-02-17T04:21:36.001986,0.023707523184403383,0.33597155062124595,0.5089756179159219,terbinafine,coordinates_highestspeed_20250205_9_6_with_time_speed.csv,46.0,0.060985077761253,20250205_piworm09_6,46.0
41404.0,2025-02-17T04:21:38.002055,-0.4238071834286981,0.33574325515782044,0.5088325314255485,terbinafine,coordinates_highestspeed_20250205_9_6_with_time_speed.csv,46.0,0.6559321039844245,20250205_piworm09_6,46.0
41405.0,2025-02-17T04:21:40.002239,-0.6241401046757958,0.3357666336890434,0.5088191129339518,terbinafine,coordinates_highestspeed_20250205_9_6_with_time_speed.csv,46.0,-0.7229843476522336,20250205_piworm09_6,46.0
41406.0,2025-02-17T04:21:42.001989,-0.44641083091879724,0.33553917300361835,0.5087362860625763,terbinafine,coordinates_highestspeed_20250205_9_6_with_time_speed.csv,46.0,-0.15853186092716373,20250205_piworm09_6,46.0
41407.0,2025-02-17T04:21:44.002066,-0.5504890571579022,0.33542435665855125,0.5087535014005602,terbinafine,coordinates_highestspeed_20250205_9_6_with_time_speed.csv,46.0,0.9103542146824902,20250205_piworm09_6,46.0
41408.0,2025-02-17T04:21:46.001235,-0.6211014185921125,0.33545219570264456,0.5087407183305162,terbinafine,coordinates_highestspeed_20250205_9_6_with_time_speed.csv,46.0,0.03248045485715763,20250205_piworm09_6,46.0
41409.0,2025-02-17T04:21:48.002004,-0.5633146059860198,0.3355473965287049,0.5087082777036048,terbinafine,coordinates_highestspeed_20250205_9_6_with_time_speed.csv,46.0,-0.9471311510020174,20250205_piworm09_6,46.0
41410.0,2025-02-17T04:21:50.002160,-0.38176285880656724,0.3352312887771931,0.5087600460745045,terbinafine,coordinates_highestspeed_20250205_9_6_with_time_speed.csv,46.0,-0.1707923155339867,20250205_piworm09_6,46.0
41411.0,2025-02-17T04:21:52.002186,-0.5366349321676593,0.33512957035082924,0.5088455289783969,terbinafine,coordinates_highestspeed_20250205_9_6_with_time_speed.csv,46.0,-0.8057573923943606,20250205_piworm09_6,46.0
